phi,theta,relBn
3.2343750000000000e+01,2.0250000000000000e+02,1.5231434106806288e-03
3.2343750000000000e+01,2.1375000000000000e+02,-3.2832490569143999e-04
3.2343750000000000e+01,2.2500000000000000e+02,-1.8158538316702479e-03
3.2343750000000000e+01,2.3625000000000000e+02,-1.6290942519987333e-03
3.2343750000000000e+01,2.4750000000000000e+02,-9.6625462506382359e-05
3.2343750000000000e+01,2.5875000000000000e+02,1.2605396893845399e-03
3.2343750000000000e+01,2.7000000000000000e+02,9.6179998793366928e-04
3.2343750000000000e+01,2.8125000000000000e+02,-9.1309247986343079e-04
3.2343750000000000e+01,2.9250000000000000e+02,-1.2552531600661266e-03
3.2343750000000000e+01,3.0375000000000000e+02,4.9369009002231650e-04
3.2343750000000000e+01,3.1500000000000000e+02,2.3053758236019171e-04
